LineId,Content,EventId,EventTemplate
247,081109 203530 168 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.214.67,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
248,081109 203530 169 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.39.179,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
249,081109 203530 170 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.43.21,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
250,081109 203530 171 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.147,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
251,081109 203530 172 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.250.14.224,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
252,081109 203530 173 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.213,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
253,081109 203530 174 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.194.129,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
254,081109 203530 175 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.193.224,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
255,081109 203530 176 INFO dfs.DataNode$DataXceiver: 10.251.39.179:50010 Served block blk_-3544583377289625738 to /10.251.122.38,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
256,081109 203530 177 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.73.188,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
257,081109 203530 178 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.112,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
258,081109 203530 178 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.74.134,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
259,081109 203530 179 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.106.37,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
260,081109 203530 179 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.75.79,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
261,081109 203530 180 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.195.70,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
262,081109 203530 180 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.107.19,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
263,081109 203530 181 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.214.175,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
264,081109 203530 181 INFO dfs.DataNode$DataXceiver: 10.251.197.226:50010 Served block blk_-3544583377289625738 to /10.251.106.10,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
265,081109 203530 182 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.89.155,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
266,081109 203530 183 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.11.100,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
267,081109 203530 184 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.43.192,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
268,081109 203530 185 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.10.6,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
269,081109 203530 186 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.251.110.160,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
270,081109 203530 187 INFO dfs.DataNode$DataXceiver: 10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.14.196,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
271,081109 203530 19 INFO dfs.FSNamesystem: BLOCK* ask 10.251.31.5:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.90.64:50010,12,081109 203530 19 INFO dfs.FSNamesystem: BLOCK* ask 10.251.31.5:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.90.64:50010
272,081109 203530 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000111_0/part-00111. blk_1717858812220360316,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
273,081109 203530 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000081_0/part-00081. blk_4394112519745907149,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
274,081109 203530 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000121_0/part-00121. blk_-2519617320378473615,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
275,081109 203530 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000007_0/part-00007. blk_-8531310335568756456,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
276,081109 203530 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000098_0/part-00098. blk_-2900490557492272760,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
277,081109 203530 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000010_0/part-00010. blk_3640100967125688321,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
278,081109 203530 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000084_0/part-00084. blk_-50273257731426871,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
279,081109 203530 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000086_0/part-00086. blk_2765344736980045501,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
280,081109 203530 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000002_0/part-00002. blk_-3409923645141256069,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
281,081109 203530 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000042_0/part-00042. blk_-40115644493265216,2,081109 <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> <*>
282,081109 203531 144 INFO dfs.DataNode$DataXceiver: Receiving block blk_3974948352784823938 src: /10.251.125.193:54957 dest: /10.251.125.193:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
283,081109 203531 144 INFO dfs.DataNode$DataXceiver: Receiving block blk_5647760196018207394 src: /10.251.127.243:46722 dest: /10.251.127.243:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
284,081109 203531 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_-202775138379690649 src: /10.251.42.9:36585 dest: /10.251.42.9:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
285,081109 203531 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_2765344736980045501 src: /10.251.75.79:36695 dest: /10.251.75.79:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
286,081109 203531 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3409923645141256069 src: /10.251.31.5:46421 dest: /10.251.31.5:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
287,081109 203531 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8120118743897862909 src: /10.251.111.209:38029 dest: /10.251.111.209:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
288,081109 203531 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_8376667364205250596 src: /10.250.17.225:38889 dest: /10.250.17.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
289,081109 203531 145 INFO dfs.DataNode$DataXceiver: Receiving block blk_8586544123689943463 src: /10.251.125.193:45585 dest: /10.251.125.193:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
290,081109 203531 146 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.30.101,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
291,081109 203531 146 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.43.210,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
292,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1942808544656255720 src: /10.251.30.85:54075 dest: /10.251.30.85:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
293,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_3947106522258141922 src: /10.251.30.85:38845 dest: /10.251.30.85:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
294,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_3974948352784823938 src: /10.251.125.193:39521 dest: /10.251.125.193:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
295,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4513615671112005170 src: /10.251.30.134:34463 dest: /10.251.30.134:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
296,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_5703440264997337028 src: /10.251.66.63:36747 dest: /10.251.66.63:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
297,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-66330728533676520 src: /10.251.65.203:36943 dest: /10.251.65.203:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
298,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_7063315473424667801 src: /10.251.127.191:50796 dest: /10.251.127.191:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
299,081109 203531 146 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8120118743897862909 src: /10.251.127.243:54083 dest: /10.251.127.243:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
300,081109 203531 147 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.126.255,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
301,081109 203531 147 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.214.112,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
302,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_1998424538687454859 src: /10.251.31.160:46736 dest: /10.251.31.160:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
303,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2519617320378473615 src: /10.251.126.5:60585 dest: /10.251.126.5:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
304,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_3175731177970777720 src: /10.251.111.209:40622 dest: /10.251.111.209:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
305,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_3640100967125688321 src: /10.251.71.240:34005 dest: /10.251.71.240:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
306,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_5117857107611435103 src: /10.251.66.192:44224 dest: /10.251.66.192:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
307,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_5727159100405160712 src: /10.251.66.63:36748 dest: /10.251.66.63:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
308,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6535155942125829332 src: /10.251.127.191:34207 dest: /10.251.127.191:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
309,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-66330728533676520 src: /10.251.65.203:54609 dest: /10.251.65.203:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
310,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_7063315473424667801 src: /10.251.126.227:52015 dest: /10.251.126.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
311,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7742258871275669707 src: /10.251.30.6:54292 dest: /10.251.30.6:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
312,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7861579849076010389 src: /10.251.126.227:44938 dest: /10.251.126.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
313,081109 203531 147 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8476126489496204177 src: /10.251.126.5:60770 dest: /10.251.126.5:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
314,081109 203531 148 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.42.84,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
315,081109 203531 148 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.106.37,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
316,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-1942808544656255720 src: /10.251.30.85:35028 dest: /10.251.30.85:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
317,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2372508938534145884 src: /10.250.19.227:32807 dest: /10.250.19.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
318,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_4649698331936539655 src: /10.251.31.242:42713 dest: /10.251.31.242:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
319,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_5117857107611435103 src: /10.251.66.192:45547 dest: /10.251.66.192:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
320,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_5647760196018207394 src: /10.251.215.16:44114 dest: /10.251.215.16:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
321,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6535155942125829332 src: /10.251.127.191:43614 dest: /10.251.127.191:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
322,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_8586544123689943463 src: /10.251.42.84:42170 dest: /10.251.42.84:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
323,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_9069966081657556515 src: /10.251.214.225:40335 dest: /10.251.214.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
324,081109 203531 148 INFO dfs.DataNode$DataXceiver: Receiving block blk_9069966081657556515 src: /10.251.214.225:53278 dest: /10.251.214.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
325,081109 203531 149 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.215.70,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
326,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2372508938534145884 src: /10.250.19.227:34262 dest: /10.250.19.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
327,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2444160001954743483 src: /10.250.19.227:52061 dest: /10.250.19.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
328,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2828839543885026602 src: /10.251.65.203:36949 dest: /10.251.65.203:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
329,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2828839543885026602 src: /10.251.65.203:51079 dest: /10.251.65.203:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
330,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-3940941529251864773 src: /10.251.71.16:51633 dest: /10.251.71.16:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
331,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_3947106522258141922 src: /10.251.30.85:35029 dest: /10.251.30.85:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
332,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-40115644493265216 src: /10.250.17.225:52294 dest: /10.250.17.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
333,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-6535155942125829332 src: /10.251.125.193:39202 dest: /10.251.125.193:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
334,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8476126489496204177 src: /10.251.126.5:50482 dest: /10.251.126.5:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
335,081109 203531 149 INFO dfs.DataNode$DataXceiver: Receiving block blk_8609819439677503690 src: /10.251.75.49:36547 dest: /10.251.75.49:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
336,081109 203531 150 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.42.246,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
337,081109 203531 150 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2444160001954743483 src: /10.250.19.227:34263 dest: /10.250.19.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
338,081109 203531 150 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4513615671112005170 src: /10.251.30.134:58614 dest: /10.251.30.134:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
339,081109 203531 151 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.42.191,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
340,081109 203531 151 INFO dfs.DataNode$DataXceiver: 10.251.71.240:50010 Served block blk_-1608999687919862906 to /10.251.111.37,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
341,081109 203531 152 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.214.130,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
342,081109 203531 153 INFO dfs.DataNode$DataXceiver: Receiving block blk_8376667364205250596 src: /10.250.17.225:58911 dest: /10.250.17.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
343,081109 203531 154 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.39.179,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
344,081109 203531 154 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8281945757273050140 src: /10.250.17.225:58915 dest: /10.250.17.225:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
345,081109 203531 155 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.250.11.100,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
346,081109 203531 156 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.43.192,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
347,081109 203531 158 INFO dfs.DataNode$DataXceiver: 10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.122.38,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
348,081109 203531 158 INFO dfs.DataNode$DataXceiver: 10.251.71.193:50010 Served block blk_-1608999687919862906 to /10.251.123.20,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
349,081109 203531 159 INFO dfs.DataNode$DataXceiver: 10.251.31.5:50010 Served block blk_-1608999687919862906 to /10.251.107.98,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
350,081109 203531 161 INFO dfs.DataNode$DataXceiver: 10.251.107.19:50010 Served block blk_-1608999687919862906 to /10.251.89.155,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
351,081109 203531 161 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8120118743897862909 src: /10.251.111.209:48114 dest: /10.251.111.209:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
352,081109 203531 162 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.74.134,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
353,081109 203531 162 INFO dfs.DataNode$DataXceiver: Receiving block blk_3175731177970777720 src: /10.251.111.209:48116 dest: /10.251.111.209:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
354,081109 203531 162 INFO dfs.DataNode$DataXceiver: Receiving block blk_-7861579849076010389 src: /10.251.126.227:34354 dest: /10.251.126.227:50010,1,081109 <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block <*> src: <*> dest: <*>
355,081109 203531 163 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.193.224,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
356,081109 203531 163 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.194.213,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
357,081109 203531 164 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.194.129,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
358,081109 203531 164 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.193.175,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
359,081109 203531 164 INFO dfs.DataNode$DataXceiver: 10.251.215.16:50010 Served block blk_-1608999687919862906 to /10.250.14.196,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
360,081109 203531 164 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block blk_-1608999687919862906 to /10.251.74.79,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
361,081109 203531 165 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block blk_-1608999687919862906 to /10.251.107.242,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
362,081109 203531 165 INFO dfs.DataNode$DataXceiver: 10.250.14.224:50010 Served block blk_-1608999687919862906 to /10.251.107.50,9,081109 <*> <*> INFO dfs.DataNode$DataXceiver: <*> Served block <*> to <*>
